Country,Species_Name,CrabLobShrimp,FAOFishingArea,Unit (Name),Unit,[1950],[1951],[1952],[1953],[1954],[1955],[1956],[1957],[1958],[1959],[1960],[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019],[2020],[2021],ThreeYearTotal,TwentyYearTotal
Brazil,Marine crabs nei,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",1000,1000,1000,1000,2000,2000,3000,4000,4000,4100,2800,6000,5400,6000,7200,7800,14700,11900,14800,15000,13900,18100,16000,17400,5321,6334,6141,6637,6567,7634,11077,13010,13280,13662,13760,18403,14133,15114,13209,13541,13500,13801,13560,13530,13560,11917,9922,10233,9202,10913,11135,12695,10536,10531,9308,10151,7977,6818,8185,9027,8535,8755,9628,8690,8769,7900,7900,8000,8000,8000,8000,8000,24000,172710
Brazil,Caribbean spiny lobster,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",500,600,500,500,500,500,500,1000,1000,1000,2900,3000,4300,3000,3300,3400,2800,2500,3200,6300,6800,5800,6900,6400,7859,5606,3583,5268,6268,7826,6218,7331,7426,4057,8189,6929,6176,6930,7087,7090,9223,11059,9127,9100,9120,10817,8026,7502,6002,6334,6469,7139,6807,6320,8689,6927,6724,6479,6589,7268,6866,6776,7451,6726,6787,6900,7000,7300,7300,7300,7300,7300,21900,140809
Brazil,Dana swimcrab,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,500,1300,1000,1500,1600,2500,3000,3000,3800,4100,3200,3100,2700,4800,4677,5442,3716,4259,4810,3382,4273,3954,5331,4924,4852,4734,4913,4597,4018,4119,4100,3600,3300,2800,2500,2062,2020,2600,3014,1626,1597,1062,1224,940,1345,2761,2415,1461,2181,2405,2274,2243,2466,2226,2246,2020,2000,2000,2000,2000,2000,2000,6000,40207
Brazil,Marine crustaceans nei,NEI,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",300,300,300,300,200,200,400,400,500,900,400,700,700,500,100,100,100,0,0,0,0,0,0,0,0,0,3,6,0,9,833,1222,958,1032,1483,707,924,837,732,750,750,767,750,750,750,287,288,310,244,266,227,223,377,390,354,492,431,484,1045,1153,1093,736,810,731,737,660,660,660,660,660,660,660,1980,13453
Brazil,Southwest Atlantic red crab,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,2209,1750,1465,292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7880
Brazil,Tropical spiny lobsters nei,1,"Atlantic, Southwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1400,1700,1500,1372,1073,3368,3033,3639,3207,1805,1508,1358,952,714,1148,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Virgin Islands,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,25,25,30,30,35,35,35,40,40,49,56,62,65,68,70,74,75,90,68,52,92,32,27,5,6,4,3,125,168,138,47,50,50,45,40,40,40,40,40,40,40,40,40,40,40,40,40,40,120,1058
Brunei Darussalam,Marine crustaceans nei,NEI,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,51,42,54,51,91,141,141,67,80,57,44,79,39,68,18,281,78,65,44,78,368,485,228,175,149,167,191,131,106,36,44,53,62,187,0,0,0,0,0,0,0,0,2014
Brunei Darussalam,Marine crabs nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,1,1,0,0.01,0.03,0.04,73.04
Brunei Darussalam,Blue swimming crab,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3.94,3.81,0.09,7.84,11.84
Brunei Darussalam,Lobsters nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0.01,0.25,0.73,0.99,7.99
Bulgaria,Warty crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.12,0.12
Bulgaria,King crabs,1,"Atlantic, Antarctic",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Marine crustaceans nei,NEI,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,300,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Marine crustaceans nei,NEI,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Subantarctic stone crab,1,"Atlantic, Antarctic",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,Tropical spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,16,16,10,10,25,36,26,28,20,12,8,9,12,10,8,7,5,8,4,3,2,2,2,2,2,2,0,0,4,0,10,7,2,8,11,21,81
Cambodia,Marine crabs nei,1,"Pacific, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,300,200,200,200,200,200,200,150,20,14,55,174,127,204,514,1909,1260,1428,2499,2421,2270,2300,2200,2300,2350,2240,2420,2850,3338.27,3402.78,3797.35,4529.35,4698.57,5100,5100,4800,4580,5013,4552.97,3322.97,4626.36,5624.93,8210,5993.55,6100,5369.11,5636.86,4856.52,4875,4966.38,14697.9,101752.92
Cameroon,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,25,27,20,19,35,27,27,27,32,62,26,24,18,30,22,22,20,20,19,42,40,40,32,18,20,20,20,27,26,20,1,1,1,1,1,800,1600,2400,3200,4000,4800,5600,6400,7159,9835,10452,11062,10440,10760,32262,88533
Cameroon,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,7,8,4,4,4,0,1,1,1,1,0,1,1,4,4,4,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,15,30,43,56,69,82,95,108,121,169,179,189.64,170,180,539.64,1512.64
Canada,Queen crab,1,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,8900,6500,6900,7000,10300,10759,6696,9953,14219,21022,30855,28724,37854,48258,41514,42711,43247,42815,27040,29558,22363,26126,35161,37079,48099,60400,65372,65825,71416,75216,95148,93505,95299,106766,96897,103354,95347,89646,90672,93868,97308,84642,84372,92849,98065,96103,93519,82519,92458,67284,74493,71080,76828.2,222401.2,1788070.2
Canada,American lobster,1,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",22600,22700,21700,21000,21200,22000,23500,20200,19500,20700,22700,21600,21100,20100,19000,18400,17000,15900,17000,18200,17600,17300,15100,16100,14257,17487,16028,17833,19177,21579,20089,21696,22805,27655,28694,32638,37970,39430,40512,43957,47857,48493,41827,40917,41537,40508,39369,40079,41030,43428,45331,51412,45111,48772,47446,43819,55008,48870,58984,58342,67277,66978,74790,74686,92779,90875,90624,97452,97381,103917,68069.8,105709.04,277695.84,1436889.84
Canada,Atlantic rock crab,1,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,84,141,251,13,145,150,124,474,608,765,517,1648,2326,1722,861,1101,969,2134,3743,5415,4286,6410,6338,5732,7672,7968,7829,6803,7485,7961,9151,9304,8138,7042,6765,6655,5800,5190,4714,4450,4825,4272,3389,3040,2226,2508.49,7774.49,117547.49
Canada,Dungeness crab,1,"Pacific, Northeast",Tonnes - live weight,"TLW, Number",800,800,900,1400,1900,2100,1700,1400,1900,2000,2300,2100,1200,1500,2000,1600,2000,2400,2000,1700,1100,900,900,1100,1135,1140,995,1030,1176,1179,1701,1317,895,960,1155,1165,1321,1631,1532,1522,2168,1887,3334,6225,5995,4586,5025,3923,2968,2944,2832,5685,4090,7075,9462,5403,3871,6219,6445,5088,4519,2943,3355,3493,3880,4286,3408,3802,4794,8325,7842,9712.19,25879.19,108012.19
Canada,Marine crabs nei,1,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,417,18,200,187,114,517,237,670,216,253,408,235,110,8,9,2,0,0,34,806,2489,1588,1948,2267,1835,3052,4306,4373,3730,3029,2465,1889,1736,1068,619,706,624,667,483,562,717,1211,1675,5013,3855,319,908,5082,35649
Canada,Marine crustaceans nei,NEI,"Pacific, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,121,106,50,277,360
Canada,Marine crustaceans nei,NEI,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel Islands,Edible crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",100,100,100,100,100,100,100,100,200,200,200,200,200,200,200,300,300,300,300,300,300,300,300,200,160,333,320,663,1100,1280,1350,1170,1181,2593,2545,2005,1376,1564,1653,1603,1654,1543,1620,1633,1459,1349,2043,2268,2214,1655,1440,1560,1423,1435,1440,1258,1104,1345,1281,980,1179,1193,1252,1173,1233,996,1073,984,944,696,790.42,866.5,2352.92,22645.92
Channel Islands,European lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,30,40,35,50,79,75,70,65,45,171,191,143,107,132,160,125,129,120,128,129,123,114,260,221,214,212,153,178,200,216,230,202,190,227,230,245,305,333,338,305,358,366,367,338,301,238,189.29,189,616.29,5367.29
Channel Islands,Spinous spider crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",200,200,200,200,400,400,400,400,500,500,500,600,600,600,600,700,700,700,700,700,700,700,700,700,0,700,750,964,1100,1130,1240,1300,800,428,601,548,428,278,485,643,663,618,485,489,573,530,868,445,460,553,522,428,406,379,323,242,194,165,265,257,246,214,149,111,122,153,180,269,400,412,230.29,271,913.29,4988.29
Channel Islands,Palinurid spiny lobsters nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,8,4,4,4,3,3,1,2,1,3,2,1,1,1,1,1,0,0,1,0,1,1,1,3,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,13
Channel Islands,Marine crabs nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chile,Mola rock crab,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,2629,2287,2303,3562,4850,5475,5758,6974,4917,5331,4562,5109,4150,5449,4222,4279,4704,3832,3808,4106,3905,4316,4874,5651,3929,3548,3645,11122,91311
Chile,Southern king crab,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,200,300,200,300,300,400,500,400,400,400,400,400,400,511,609,1028,1306,1908,2265,1351,1280,1473,2755,2746,2636,2593,2188,2161,2297,1834,2613,1571,1980,1673,1906,1759,2160,2766,2177,2902,2937,2869,2980,3062,3243,4094,2865,3241,3022,3441,5676,6490,5743,6207,5975,5583,5024,5067,5171,3741,4494,13406,87988
Chile,Carrot squat lobster,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28708,1514,0,293,8689,12092,4383,6031,5060,5187,573,0,346,4002,3334,2422,4938,7726,8939,12602,12710,11129,1754,2499,1254,809,1085,1031,1545,1336,3327,2786,4473,6785,8404,8191,6267,5413,5661,5399,5262,5833,6176,17271,83536
Chile,Blue squat lobster,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1903,9066,6105,6119,2687,4160,5411,6115,7177,3942,5796,6934,3736,2224,4842,5743,6402,10322,9426,7273,5069,2178,925,2197,1929,3002,4188,4197,5552,5391,5128,4734,3991,3010,2843,4517,4116,3941,3606,3422,3320,3114,9856,73123
Chile,Softshell red crab,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,952,429,310,309,831,851,266,993,1773,2330,1953,1865,3419,1326,955,2221,1316,1273,1477,1501,1419,4938,6527,4631,2868,3632,5731,2275,1773,2078,2145,1952,2336,2545,2959,2251,1966,3614,6138,6127,4809,3068,2621,10498,65519
Chile,Marine crabs nei,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",400,600,600,700,800,1300,1200,1100,1200,800,600,1000,900,900,1000,1300,1300,1200,1100,1200,1200,1100,1000,600,754,1184,1105,1525,949,1264,1145,885,1710,9264,3630,3189,4127,5138,4574,3288,3720,3144,3616,4949,2036,2424,1415,1042,1262,1350,926,810,212,161,770,547,519,809,976,1463,777,1246,1283,1508,1628,1976,2715,2471,3529,3191,2124,1302,6617,29207
Chile,"Craylets, squat lobsters nei",1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",200,200,100,900,2600,2000,5700,8200,9000,5000,7500,8100,8000,9000,10700,15400,13400,20000,18200,24400,40400,37600,33100,25300,27218,35862,62662,43370,40025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,209,509,140,2,12,139,306,1417,450,75,47,303,819,189,647,1073,1176,17,290,1483,8544
Chile,Giant stone crab,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,680,287,196,239,323,357,202,106,22,95,118,134,186,312,301,195,328,260,167,110,147,127,101,146,128,85,66,279,3134
Chile,Juan Fernandez rock lobster,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,120,95,94,122,105,97,91,119,77,60,91,71,72,53,47,60,50,57,44,48,31,23,39,17,25,50,35,42,35,43,36,29,23,19,27,12,30,24,29,36,32,21,22,17,21,9,1,47,54,45,50,57,58,72,106,100,88,90,91,89,67,68,87,63,91,241,1333
Chile,Marine crustaceans nei,NEI,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",400,400,400,300,2000,1200,1600,1800,900,600,300,500,1000,1500,1000,1500,900,1100,2000,1600,1900,1200,4400,2600,844,589,0,0,0,89,172,29,0,0,42,3,4,0,0,0,5,0,152,26,51,0,1,6,15,40,87,5,0,0,59,10,10,10,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,115
Chile,"King crabs, stone crabs nei",1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,60,70,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
Chile,Chilean jagged lobster,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,8
China,Gazami crab,1,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108518,99138,143474,120701,132205,155548,117264,272102,243485,283394,219924,236316,234429,287458,284572,295307,263494,289463,317522,381181,350631,350199,332825,349488,366207,400348,470637,577994,542337,508824,497763,479164,458380,424630,454513,1337523,8110907
China,Marine crabs nei,1,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97357,107232,104569,106626,72988,69596,110190,113832,120319,113758,128664,142991,159380,119255,111691,82428,85670,86203,97736,269609,2030485
China,Blue swimming crab,1,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14669,16757,13714,15000,20000,25168,51288,42281,42711,45603,48120,50691,52732,67703,65004,53966,58492,68588,64059,60704,67151,70165,71146,77429,83877,83766,86809,79491,79444,79153,71196,68542,218891,1409417
China,Marine crustaceans nei,NEI,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",68000,98000,124000,126000,153400,167800,195000,189998,189994,199986,199983,199980,209976,209970,209964,219956,219947,219935,229921,229904,199883,216258,195795,349491,390103,374628,272144,247708,258640,244769,235390,229695,279135,268900,341561,337475,325797,301947,347812,434291,398676,474698,498434,754006,755775,852257,914672,1004149,1091463,981539,1041234,1079209,1033492,0,0,0,123717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157209
China,Charybdis crabs nei,1,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61460,49286,60400,43643,64829,64927,39779,62851,61267,62010,57483,59812,58392,32542,34750,28462,24259,22444,26331,73034,914927
China,Chinese mitten crab,1,Asia - Inland waters,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34540,32603,38564,38875,44119,46323,52495,53832,48630,61281,55578,52351,52587,47963,44655,41840,38879,30340,24995,94214,840450
China,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1,0,0,58,202,52,67,212,243,67,392,0,0,0,0,0,0,0,0,0,1405
"China, Hong Kong SAR",Marine crabs nei,1,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,200,200,0,100,0,0,0,0,0,0,500,0,0,0,2400,2100,2000,1500,1600,1900,1927,1913,1940,3018,2493,3379,2177,2078,1872,2186,2321,2576,3600,2693,2409,2055,1589,1540,2601,1224,1896,1601,1408,1105,1108,800,1000,1100,1050,1000,1050,1020,970,970,1000,1010,1065,1080,980,1070,1020,920,900,810,790,780,760,732.96,2272.96,18977.96
"China, Hong Kong SAR",Tropical spiny lobsters nei,1,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,113,65,66,60,75,60,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Marine crustaceans nei,NEI,"Pacific, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,200,100,100,100,200,300,358,108,90,146,93,22,418,271,296,207,200,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,630,4200
Colombia,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",100,100,100,100,100,100,100,100,100,100,100,200,100,300,0,0,0,100,100,300,300,200,100,100,133,165,54,190,157,95,126,173,27,23,257,322,393,342,363,327,356,497,524,218,217,97,449,184,108,319,516,356,339,271,272,289,282,275,268,261,45,13,146,97,6,3,30,150,20,200.75,175.27,257.1,633.12,3400.12
Colombia,Marine crabs nei,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,181,21,131,32,33,2,658,5,780,596,450,300,150,3,4,8,8,7,21,0,5,13,3,22.85,0,0,22.85,3033.85
Colombia,Marine crabs nei,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57,28,35,12,11,38,74,596,114,551,417,330,250,140,52,76,16,20,24,5,0,13,9,26,0,0,68.36,68.36,2707.36
Colombia,Giant swimcrab,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.52,136.27,56.59,338.38,338.38
Colombia,Green spiny lobster,1,"Pacific, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,6,15,13,9,6,3,4,7,6,1,5,9,3,0,0,0,1,1,1,1,1,0,0,2,2,3,1,4,2,6.64,15.12,5.16,26.92,48.92
Comoros,Tropical spiny lobsters nei,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,10,10,15,20,20,20,20,20,20,20,20,20,20,20,20,28,28,27,28,28,28,28,0,6,2,0,0,0,0,0,323
Congo,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,3,7,48,27,27,36,55,73,76,28,39,42,33,34,34,1,3,4,3,7,9,10,50,90,123,138,130,103,92,101,134,269,137,113,100,51,51,56,48,142,43,48.27,50,141.27,2019.27
